S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3,S_4,I_4,R_4,Q_4,D_4,Q_entry_4,D_entry_4,S_5,I_5,R_5,Q_5,D_5,Q_entry_5,D_entry_5,S_6,I_6,R_6,Q_6,D_6,Q_entry_6,D_entry_6,S_7,I_7,R_7,Q_7,D_7,Q_entry_7,D_entry_7
0.205162,6.222e-06,0.0257669,5.48348e-09,6.3987e-06,1.13205e-09,5.3634e-10,0.22032,7.57228e-05,0.0443074,1.1129e-07,2.21864e-06,3.20938e-08,1.26263e-09,0.151694,1.19389e-07,8.8545e-05,9.48205e-08,0.000180552,4.21032e-08,2.55929e-08,0.130569,1.06557e-06,0.000667561,1.45707e-07,8.26236e-06,1.28735e-07,2.21442e-09,0.0478504,4.70132e-05,0.000304423,1.9504e-06,2.85241e-05,3.4981e-07,1.40083e-07,0.0456201,0.000250893,0.00121358,4.73635e-07,1.13356e-05,4.65009e-07,5.19895e-08,0.044445,4.21066e-05,3.60376e-05,5.68649e-07,7.56577e-05,5.01322e-07,4.55432e-07,0.0808683,9.72408e-06,8.13872e-05,5.88536e-07,0.000254831,3.60757e-07,3.38842e-07
0.205158,6.7075e-06,0.0257705,5.91105e-09,6.39928e-06,1.22039e-09,5.78151e-10,0.22028,8.11105e-05,0.0443424,1.19239e-07,2.22e-06,3.43802e-08,1.3529e-09,0.151694,1.27609e-07,8.85588e-05,1.01349e-07,0.00018058,4.50021e-08,2.7355e-08,0.130569,1.10984e-06,0.00066775,1.51761e-07,8.26466e-06,1.34084e-07,2.30642e-09,0.0478477,4.79134e-05,0.00030606,1.98774e-06,2.86669e-05,3.5651e-07,1.42765e-07,0.0456142,0.000251221,0.00121913,4.74256e-07,1.13877e-05,4.65619e-07,5.20579e-08,0.0444439,4.24364e-05,3.62566e-05,5.73102e-07,7.61167e-05,5.05248e-07,4.58999e-07,0.0808678,9.84346e-06,8.14984e-05,5.95761e-07,0.000255174,3.65186e-07,3.43002e-07
0.205154,7.23079e-06,0.0257743,6.37202e-09,6.3999e-06,1.31562e-09,6.23231e-10,0.220236,8.68735e-05,0.04438,1.27746e-07,2.22144e-06,3.68263e-08,1.44953e-09,0.151694,1.36395e-07,8.85736e-05,1.08327e-07,0.000180609,4.81005e-08,2.92384e-08,0.130569,1.15595e-06,0.000667948,1.58066e-07,8.26706e-06,1.39655e-07,2.40225e-09,0.047845,4.88307e-05,0.000307728,2.0258e-06,2.88124e-05,3.63336e-07,1.45499e-07,0.0456082,0.000251549,0.0012247,4.74877e-07,1.14398e-05,4.66229e-07,5.21262e-08,0.0444429,4.27686e-05,3.64773e-05,5.7759e-07,7.65793e-05,5.09204e-07,4.62593e-07,0.0808672,9.9643e-06,8.16111e-05,6.03075e-07,0.000255521,3.69669e-07,3.47213e-07
0.205149,7.7948e-06,0.0257785,6.86898e-09,6.40057e-06,1.41825e-09,6.71834e-10,0.22019,9.30369e-05,0.0444202,1.36849e-07,2.223e-06,3.94429e-08,1.55295e-09,0.151694,1.45786e-07,8.85894e-05,1.15786e-07,0.00018064,5.14123e-08,3.12515e-08,0.130568,1.20398e-06,0.000668153,1.64633e-07,8.26957e-06,1.45457e-07,2.50206e-09,0.0478421,4.97654e-05,0.000309428,2.06459e-06,2.89606e-05,3.70292e-07,1.48284e-07,0.0456023,0.000251877,0.00123027,4.75498e-07,1.1492e-05,4.66838e-07,5.21944e-08,0.0444419,4.31035e-05,3.66997e-05,5.82112e-07,7.70455e-05,5.13191e-07,4.66216e-07,0.0808666,1.00866e-05,8.1725e-05,6.10479e-07,0.000255872,3.74207e-07,3.51475e-07
0.205144,8.40269e-06,0.025783,7.40472e-09,6.4013e-06,1.52888e-09,7.24231e-10,0.22014,9.96272e-05,0.0444633,1.46588e-07,2.22466e-06,4.22413e-08,1.66361e-09,0.151694,1.55824e-07,8.86062e-05,1.23758e-07,0.000180674,5.49521e-08,3.34032e-08,0.130568,1.254e-06,0.000668367,1.71473e-07,8.27217e-06,1.515e-07,2.60601e-09,0.0478393,5.07179e-05,0.00031116,2.10412e-06,2.91118e-05,3.7738e-07,1.51124e-07,0.0455963,0.000252204,0.00123584,4.76117e-07,1.15443e-05,4.67446e-07,5.22626e-08,0.0444409,4.34409e-05,3.69239e-05,5.8667e-07,7.75153e-05,5.17209e-07,4.69866e-07,0.080866,1.02104e-05,8.18404e-05,6.17973e-07,0.000256228,3.78801e-07,3.5579e-07
0.205139,9.05784e-06,0.0257878,7.98223e-09,6.40208e-06,1.64811e-09,7.80717e-10,0.220087,0.000106672,0.0445094,1.57007e-07,2.22644e-06,4.52334e-08,1.78201e-09,0.151694,1.66552e-07,8.86242e-05,1.32278e-07,0.000180709,5.87355e-08,3.5703e-08,0.130568,1.3061e-06,0.000668589,1.78597e-07,8.27489e-06,1.57794e-07,2.71428e-09,0.0478363,5.16883e-05,0.000312926,2.1444e-06,2.92658e-05,3.84603e-07,1.54017e-07,0.0455903,0.000252532,0.00124143,4.76736e-07,1.15966e-05,4.68053e-07,5.23307e-08,0.0444398,4.3781e-05,3.71498e-05,5.91263e-07,7.79889e-05,5.21258e-07,4.73545e-07,0.0808654,1.03358e-05,8.19572e-05,6.25559e-07,0.000256588,3.8345e-07,3.60158e-07
0.205133,9.76393e-06,0.025793,8.60474e-09,6.40292e-06,1.77662e-09,8.41606e-10,0.22003,0.000114202,0.0445587,1.68149e-07,2.22835e-06,4.8432e-08,1.90866e-09,0.151694,1.78019e-07,8.86435e-05,1.41386e-07,0.000180747,6.27795e-08,3.81612e-08,0.130568,1.36036e-06,0.000668821,1.86017e-07,8.27771e-06,1.6435e-07,2.82705e-09,0.0478333,5.26772e-05,0.000314725,2.18545e-06,2.94227e-05,3.91962e-07,1.56966e-07,0.0455844,0.000252858,0.00124702,4.77354e-07,1.1649e-05,4.6866e-07,5.23987e-08,0.0444388,4.41237e-05,3.73775e-05,5.95891e-07,7.84661e-05,5.25338e-07,4.77252e-07,0.0808648,1.04626e-05,8.20755e-05,6.33237e-07,0.000256953,3.88157e-07,3.64579e-07
0.205126,1.05249e-05,0.0257986,9.27574e-09,6.40383e-06,1.91511e-09,9.07241e-10,0.219969,0.000122247,0.0446116,1.80064e-07,2.2304e-06,5.18506e-08,2.04412e-09,0.151694,1.90276e-07,8.86641e-05,1.5112e-07,0.000180788,6.71019e-08,4.07887e-08,0.130567,1.41687e-06,0.000669063,1.93745e-07,8.28066e-06,1.71178e-07,2.9445e-09,0.0478303,5.36848e-05,0.000316559,2.22728e-06,2.95827e-05,3.99461e-07,1.5997e-07,0.0455784,0.000253185,0.00125262,4.77972e-07,1.17014e-05,4.69267e-07,5.24667e-08,0.0444377,4.4469e-05,3.76069e-05,6.00556e-07,7.89471e-05,5.2945e-07,4.80988e-07,0.0808641,1.0591e-05,8.21952e-05,6.4101e-07,0.000257322,3.92921e-07,3.69054e-07
0.205119,1.13449e-05,0.0258047,9.99898e-09,6.40481e-06,2.06436e-09,9.77988e-10,0.219904,0.000130841,0.0446682,1.92802e-07,2.23259e-06,5.55034e-08,2.18896e-09,0.151694,2.03376e-07,8.86861e-05,1.61525e-07,0.000180832,7.17219e-08,4.3597e-08,0.130567,1.47574e-06,0.000669314,2.01795e-07,8.28372e-06,1.78289e-07,3.06683e-09,0.0478272,5.47114e-05,0.000318428,2.26991e-06,2.97457e-05,4.07102e-07,1.63032e-07,0.0455724,0.000253511,0.00125823,4.78589e-07,1.1754e-05,4.69872e-07,5.25346e-08,0.0444366,4.48171e-05,3.78382e-05,6.05256e-07,7.94319e-05,5.33594e-07,4.84753e-07,0.0808635,1.0721e-05,8.23163e-05,6.48878e-07,0.000257696,3.97744e-07,3.73584e-07
0.205112,1.22286e-05,0.0258112,1.07785e-08,6.40586e-06,2.2252e-09,1.05424e-09,0.219834,0.000140018,0.0447287,2.06416e-07,2.23493e-06,5.94052e-08,2.34381e-09,0.151693,2.17379e-07,8.87096e-05,1.72646e-07,0.000180878,7.66599e-08,4.65986e-08,0.130567,1.53704e-06,0.000669576,2.10178e-07,8.28692e-06,1.85696e-07,3.19424e-09,0.047824,5.57575e-05,0.000320333,2.31334e-06,2.99119e-05,4.14887e-07,1.66153e-07,0.0455664,0.000253836,0.00126384,4.79205e-07,1.18066e-05,4.70477e-07,5.26024e-08,0.0444356,4.51678e-05,3.80713e-05,6.09993e-07,7.99204e-05,5.37771e-07,4.88547e-07,0.0808629,1.08526e-05,8.2439e-05,6.56842e-07,0.000258074,4.02626e-07,3.78169e-07
0.205104,1.31808e-05,0.0258183,1.16186e-08,6.407e-06,2.39852e-09,1.13643e-09,0.21976,0.000149816,0.0447935,2.20964e-07,2.23744e-06,6.3572e-08,2.50932e-09,0.151693,2.32345e-07,8.87347e-05,1.84533e-07,0.000180928,8.19379e-08,4.9807e-08,0.130566,1.6009e-06,0.000669849,2.18909e-07,8.29025e-06,1.93411e-07,3.32694e-09,0.0478208,5.68234e-05,0.000322274,2.3576e-06,3.00812e-05,4.2282e-07,1.69332e-07,0.0455604,0.000254161,0.00126946,4.79821e-07,1.18593e-05,4.71082e-07,5.26701e-08,0.0444345,4.55212e-05,3.83062e-05,6.14767e-07,8.04128e-05,5.41979e-07,4.92371e-07,0.0808622,1.09858e-05,8.25631e-05,6.64903e-07,0.000258457,4.07567e-07,3.82811e-07
0.205095,1.42068e-05,0.0258259,1.2524e-08,6.40822e-06,2.58529e-09,1.22501e-09,0.21968,0.000160272,0.0448629,2.36505e-07,2.24012e-06,6.80203e-08,2.68617e-09,0.151693,2.48342e-07,8.87616e-05,1.97237e-07,0.000180981,8.75792e-08,5.32362e-08,0.130566,1.6674e-06,0.000670133,2.28004e-07,8.29371e-06,2.01445e-07,3.46516e-09,0.0478175,5.79095e-05,0.000324252,2.4027e-06,3.02538e-05,4.30902e-07,1.72572e-07,0.0455544,0.000254486,0.00127509,4.80435e-07,1.1912e-05,4.71685e-07,5.27377e-08,0.0444334,4.58774e-05,3.85429e-05,6.19578e-07,8.0909e-05,5.4622e-07,4.96224e-07,0.0808616,1.11206e-05,8.26888e-05,6.73063e-07,0.000258844,4.12569e-07,3.87509e-07
0.205086,1.53123e-05,0.025834,1.34998e-08,6.40954e-06,2.78654e-09,1.32047e-09,0.219595,0.000171426,0.044937,2.53102e-07,2.243e-06,7.27676e-08,2.87509e-09,0.151693,2.6544e-07,8.87903e-05,2.10817e-07,0.000181038,9.36089e-08,5.69014e-08,0.130565,1.73667e-06,0.000670429,2.37475e-07,8.29732e-06,2.09814e-07,3.60911e-09,0.0478142,5.9016e-05,0.000326268,2.44866e-06,3.04297e-05,4.39138e-07,1.75873e-07,0.0455484,0.000254811,0.00128073,4.81049e-07,1.19648e-05,4.72288e-07,5.28053e-08,0.0444323,4.62364e-05,3.87815e-05,6.24426e-07,8.14091e-05,5.50494e-07,5.00107e-07,0.0808609,1.12571e-05,8.2816e-05,6.81323e-07,0.000259236,4.17632e-07,3.92265e-07
0.205076,1.65034e-05,0.0258429,1.45513e-08,6.41097e-06,3.00337e-09,1.42335e-09,0.219503,0.000183322,0.0450164,2.70822e-07,2.24608e-06,7.78321e-08,3.07686e-09,0.151693,2.83715e-07,8.8821e-05,2.25332e-07,0.000181099,1.00054e-07,6.0819e-08,0.130565,1.80881e-06,0.000670738,2.47341e-07,8.30108e-06,2.1853e-07,3.75904e-09,0.0478108,6.01435e-05,0.000328322,2.49549e-06,3.06089e-05,4.47529e-07,1.79237e-07,0.0455424,0.000255135,0.00128637,4.81663e-07,1.20177e-05,4.7289e-07,5.28728e-08,0.0444312,4.65981e-05,3.9022e-05,6.29312e-07,8.19132e-05,5.54801e-07,5.0402e-07,0.0808602,1.13952e-05,8.29448e-05,6.89684e-07,0.000259633,4.22757e-07,3.97079e-07
0.205065,1.77866e-05,0.0258524,1.56844e-08,6.4125e-06,3.23699e-09,1.53422e-09,0.219406,0.000196002,0.0451012,2.89734e-07,2.24937e-06,8.32329e-08,3.29227e-09,0.151693,3.03248e-07,8.88538e-05,2.40845e-07,0.000181164,1.06942e-07,6.50064e-08,0.130565,1.88395e-06,0.000671059,2.57615e-07,8.30499e-06,2.27608e-07,3.9152e-09,0.0478073,6.12923e-05,0.000330416,2.5432e-06,3.07916e-05,4.56079e-07,1.82665e-07,0.0455363,0.000255459,0.00129202,4.82276e-07,1.20706e-05,4.73492e-07,5.29402e-08,0.04443,4.69626e-05,3.92643e-05,6.34235e-07,8.24211e-05,5.59142e-07,5.07964e-07,0.0808595,1.1535e-05,8.30752e-05,6.98147e-07,0.000260035,4.27944e-07,4.01952e-07
0.205054,1.91689e-05,0.0258626,1.69054e-08,6.41415e-06,3.48868e-09,1.65369e-09,0.219302,0.000209513,0.0451919,3.09912e-07,2.25289e-06,8.89902e-08,3.52218e-09,0.151693,3.24126e-07,8.88888e-05,2.57427e-07,0.000181234,1.14305e-07,6.9482e-08,0.130564,1.96221e-06,0.000671393,2.68317e-07,8.30907e-06,2.37063e-07,4.07784e-09,0.0478038,6.24627e-05,0.00033255,2.59182e-06,3.09777e-05,4.6479e-07,1.86157e-07,0.0455303,0.000255782,0.00129768,4.82887e-07,1.21236e-05,4.74093e-07,5.30076e-08,0.0444289,4.733e-05,3.95086e-05,6.39197e-07,8.29331e-05,5.63516e-07,5.11938e-07,0.0808588,1.16766e-05,8.32071e-05,7.06714e-07,0.000260442,4.33195e-07,4.06884e-07
0.205041,2.0658e-05,0.0258736,1.8221e-08,6.41594e-06,3.75982e-09,1.78242e-09,0.21919,0.000223903,0.0452889,3.31432e-07,2.25666e-06,9.51246e-08,3.76747e-09,0.151693,3.46441e-07,8.89263e-05,2.7515e-07,0.000181308,1.22175e-07,7.42657e-08,0.130564,2.04372e-06,0.000671742,2.79463e-07,8.31332e-06,2.4691e-07,4.24723e-09,0.0478002,6.36552e-05,0.000334724,2.64136e-06,3.11675e-05,4.73666e-07,1.89716e-07,0.0455243,0.000256105,0.00130334,4.83499e-07,1.21767e-05,4.74693e-07,5.30748e-08,0.0444278,4.77002e-05,3.97547e-05,6.44197e-07,8.3449e-05,5.67924e-07,5.15943e-07,0.0808581,1.18198e-05,8.33407e-05,7.15386e-07,0.000260854,4.3851e-07,4.11877e-07
0.20503,2.03753e-05,0.0258855,1.96384e-08,6.41786e-06,4.05189e-09,1.92113e-09,0.219075,0.000235325,0.0453925,3.54374e-07,2.26069e-06,1.01658e-07,4.02908e-09,0.151692,3.62793e-07,8.89664e-05,2.94094e-07,0.000181387,1.30586e-07,7.93787e-08,0.130563,2.15144e-06,0.000672105,2.91071e-07,8.31774e-06,2.57167e-07,4.42366e-09,0.047797,6.43335e-05,0.000336941,2.69183e-06,3.13608e-05,4.82709e-07,1.93342e-07,0.0455144,0.0002602,0.00130901,4.84109e-07,1.22298e-05,4.75292e-07,5.3142e-08,0.0444269,4.78464e-05,4.00028e-05,6.49235e-07,8.3969e-05,5.72366e-07,5.19979e-07,0.0808571,1.23522e-05,8.34759e-05,7.24163e-07,0.000261271,4.43891e-07,4.1693e-07
0.205018,2.00958e-05,0.0258972,2.07954e-08,6.41993e-06,3.99643e-09,2.07057e-09,0.218954,0.000247266,0.0455014,3.77054e-07,2.265e-06,1.06844e-07,4.30798e-09,0.151692,3.79918e-07,8.9009e-05,3.11515e-07,0.000181472,1.3675e-07,8.48437e-08,0.130563,2.26484e-06,0.000672484,3.06034e-07,8.32235e-06,2.70722e-07,4.60742e-09,0.0477939,6.50188e-05,0.000339182,2.73919e-06,3.15578e-05,4.87853e-07,1.97037e-07,0.0455045,0.000264359,0.00131477,4.91721e-07,1.2283e-05,4.82892e-07,5.32091e-08,0.0444259,4.79931e-05,4.02519e-05,6.51591e-07,8.4493e-05,5.74121e-07,5.24046e-07,0.0808559,1.29086e-05,8.36167e-05,7.47597e-07,0.000261693,4.63885e-07,4.22046e-07
0.205007,1.98195e-05,0.0259088,2.17303e-08,6.42212e-06,3.94161e-09,2.19257e-09,0.218827,0.000259744,0.0456159,3.99768e-07,2.26958e-06,1.12266e-07,4.58368e-09,0.151692,3.9785e-07,8.90541e-05,3.28322e-07,0.000181562,1.43205e-07,8.98695e-08,0.130562,2.38421e-06,0.000672883,3.22119e-07,8.32719e-06,2.84991e-07,4.84427e-09,0.0477906,6.57112e-05,0.000341449,2.78399e-06,3.17583e-05,4.9305e-07,2.00503e-07,0.0454943,0.000268582,0.00132062,4.99577e-07,1.23371e-05,4.9061e-07,5.40457e-08,0.044425,4.81402e-05,4.05017e-05,6.53632e-07,8.5019e-05,5.75881e-07,5.25948e-07,0.0808547,1.349e-05,8.37635e-05,7.77672e-07,0.000262129,4.8478e-07,4.35703e-07
0.204996,1.95464e-05,0.0259202,2.24759e-08,6.42441e-06,3.88742e-09,2.29114e-09,0.218694,0.000272773,0.0457361,4.22753e-07,2.27444e-06,1.17931e-07,4.85981e-09,0.151692,4.16629e-07,8.91015e-05,3.45069e-07,0.000181657,1.49964e-07,9.47183e-08,0.130562,2.50987e-06,0.000673303,3.39091e-07,8.33229e-06,3.00012e-07,5.09888e-09,0.0477874,6.64107e-05,0.000343742,2.82672e-06,3.19621e-05,4.983e-07,2.03783e-07,0.045484,0.00027287,0.00132656,5.07558e-07,1.2392e-05,4.98448e-07,5.49092e-08,0.0444241,4.82877e-05,4.07523e-05,6.55641e-07,8.55466e-05,5.77646e-07,5.27595e-07,0.0808535,1.40976e-05,8.39168e-05,8.1129e-07,0.000262582,5.06615e-07,4.53231e-07
0.204985,1.92764e-05,0.0259315,2.30601e-08,6.42678e-06,3.83385e-09,2.36975e-09,0.218554,0.000286371,0.0458623,4.46195e-07,2.27958e-06,1.23846e-07,5.13923e-09,0.151692,4.36294e-07,8.91514e-05,3.621e-07,0.000181756,1.57043e-07,9.95497e-08,0.130561,2.64215e-06,0.000673745,3.56963e-07,8.33766e-06,3.15824e-07,5.36754e-09,0.0477841,6.71175e-05,0.000346061,2.86775e-06,3.2169e-05,5.03605e-07,2.0691e-07,0.0454736,0.000277224,0.00133259,5.15662e-07,1.24478e-05,5.06406e-07,5.57864e-08,0.0444232,4.84357e-05,4.10037e-05,6.57651e-07,8.60758e-05,5.79416e-07,5.29217e-07,0.0808522,1.47326e-05,8.4077e-05,8.47279e-07,0.000263055,5.29433e-07,4.72824e-07
0.204974,1.90096e-05,0.0259426,2.35069e-08,6.42921e-06,3.7809e-09,2.43134e-09,0.218407,0.000300553,0.0459949,4.70243e-07,2.285e-06,1.3002e-07,5.4242e-09,0.151692,4.56887e-07,8.92037e-05,3.79632e-07,0.000181861,1.64455e-07,1.04463e-07,0.13056,2.78141e-06,0.00067421,3.75777e-07,8.34331e-06,3.3247e-07,5.65043e-09,0.0477808,6.78316e-05,0.000348405,2.90743e-06,3.23789e-05,5.08964e-07,2.09914e-07,0.045463,0.000281646,0.00133873,5.2389e-07,1.25045e-05,5.14486e-07,5.66771e-08,0.0444222,4.85841e-05,4.12559e-05,6.59666e-07,8.66066e-05,5.81192e-07,5.30839e-07,0.0808508,1.53961e-05,8.42444e-05,8.85223e-07,0.000263549,5.53278e-07,4.93798e-07
0.204963,1.8746e-05,0.0259535,2.38367e-08,6.43169e-06,3.72857e-09,2.47845e-09,0.218253,0.000315334,0.046134,4.95019e-07,2.29072e-06,1.36459e-07,5.71655e-09,0.151691,4.78452e-07,8.92584e-05,3.97813e-07,0.00018197,1.72217e-07,1.09521e-07,0.13056,2.92799e-06,0.0006747,3.95582e-07,8.34926e-06,3.49992e-07,5.94824e-09,0.0477775,6.8553e-05,0.000350774,2.94604e-06,3.25918e-05,5.14379e-07,2.12818e-07,0.0454522,0.000286135,0.00134496,5.32245e-07,1.2562e-05,5.22692e-07,5.75815e-08,0.0444213,4.87329e-05,4.15088e-05,6.61688e-07,8.71391e-05,5.82972e-07,5.32466e-07,0.0808494,1.60894e-05,8.44194e-05,9.25007e-07,0.000264065,5.78196e-07,5.15913e-07
0.204953,1.84854e-05,0.0259643,2.40672e-08,6.4342e-06,3.67685e-09,2.51323e-09,0.218092,0.000330728,0.0462799,5.20621e-07,2.29674e-06,1.4317e-07,6.01773e-09,0.151691,5.01034e-07,8.93159e-05,4.16746e-07,0.000182085,1.80346e-07,1.14766e-07,0.130559,3.0823e-06,0.000675216,4.1643e-07,8.35552e-06,3.68438e-07,6.26173e-09,0.0477741,6.92819e-05,0.00035317,2.98379e-06,3.28074e-05,5.1985e-07,2.15644e-07,0.0454412,0.000290693,0.00135129,5.40729e-07,1.26205e-05,5.31023e-07,5.84998e-08,0.0444203,4.88822e-05,4.17625e-05,6.63715e-07,8.76732e-05,5.84758e-07,5.34097e-07,0.0808479,1.6814e-05,8.46022e-05,9.66633e-07,0.000264604,6.04235e-07,5.39099e-07
0.204942,1.82279e-05,0.0259749,2.42132e-08,6.43674e-06,3.62575e-09,2.53752e-09,0.217923,0.000346748,0.046433,5.47132e-07,2.30307e-06,1.50159e-07,6.32897e-09,0.151691,5.24682e-07,8.9376e-05,4.36509e-07,0.000182205,1.88858e-07,1.20228e-07,0.130558,3.24474e-06,0.000675759,4.38377e-07,8.36211e-06,3.87855e-07,6.59175e-09,0.0477707,7.00182e-05,0.000355592,3.0209e-06,3.30258e-05,5.25377e-07,2.18408e-07,0.0454301,0.000295321,0.00135772,5.49343e-07,1.268e-05,5.39482e-07,5.94323e-08,0.0444194,4.90319e-05,4.2017e-05,6.65748e-07,8.82089e-05,5.86549e-07,5.35733e-07,0.0808463,1.75712e-05,8.47933e-05,1.01015e-06,0.000265167,6.31446e-07,5.63358e-07
0.204932,1.79735e-05,0.0259854,2.42876e-08,6.43929e-06,3.57524e-09,2.55292e-09,0.217746,0.000363407,0.0465935,5.74621e-07,2.30972e-06,1.57433e-07,6.65125e-09,0.151691,5.49445e-07,8.9439e-05,4.57166e-07,0.000182331,1.97771e-07,1.25929e-07,0.130558,3.41574e-06,0.000676331,4.61479e-07,8.36905e-06,4.08295e-07,6.93914e-09,0.0477672,7.07622e-05,0.00035804,3.05751e-06,3.32469e-05,5.30961e-07,2.21124e-07,0.0454188,0.00030002,0.00136425,5.5809e-07,1.27404e-05,5.48072e-07,6.03791e-08,0.0444185,4.91821e-05,4.22723e-05,6.67787e-07,8.87463e-05,5.88346e-07,5.37374e-07,0.0808447,1.83624e-05,8.49929e-05,1.05564e-06,0.000265756,6.59881e-07,5.88722e-07
0.204922,1.77221e-05,0.0259958,2.43013e-08,6.44186e-06,3.52534e-09,2.56076e-09,0.21756,0.000380715,0.0467617,6.03144e-07,2.3167e-06,1.64997e-07,6.98542e-09,0.15169,5.75377e-07,8.95049e-05,4.78776e-07,0.000182463,2.07106e-07,1.31889e-07,0.130557,3.59574e-06,0.000676932,4.85799e-07,8.37636e-06,4.29812e-07,7.30484e-09,0.0477638,7.15138e-05,0.000360514,3.09378e-06,3.34707e-05,5.36603e-07,2.23804e-07,0.0454073,0.000304791,0.00137089,5.6697e-07,1.28017e-05,5.56792e-07,6.13404e-08,0.0444175,4.93327e-05,4.25283e-05,6.69832e-07,8.92853e-05,5.90147e-07,5.3902e-07,0.080843,1.91892e-05,8.52016e-05,1.10317e-06,0.000266371,6.89596e-07,6.15231e-07
0.204912,1.74738e-05,0.026006,2.42638e-08,6.44442e-06,3.47604e-09,2.56221e-09,0.217366,0.000398682,0.0469379,6.32751e-07,2.32403e-06,1.72855e-07,7.33216e-09,0.15169,6.02532e-07,8.9574e-05,5.01393e-07,0.000182601,2.1688e-07,1.38123e-07,0.130556,3.78522e-06,0.000677566,5.11399e-07,8.38405e-06,4.52462e-07,7.6898e-09,0.0477602,7.22731e-05,0.000363015,3.12981e-06,3.36972e-05,5.42302e-07,2.26459e-07,0.0453957,0.000309635,0.00137763,5.75986e-07,1.2864e-05,5.65647e-07,6.23164e-08,0.0444166,4.94837e-05,4.27851e-05,6.71883e-07,8.9826e-05,5.91954e-07,5.40671e-07,0.0808412,2.00533e-05,8.54196e-05,1.15285e-06,0.000267014,7.20648e-07,6.42934e-07
0.204902,1.72285e-05,0.026016,2.4183e-08,6.44698e-06,3.42733e-09,2.55825e-09,0.217163,0.000417316,0.0471224,6.63484e-07,2.33173e-06,1.81012e-07,7.69208e-09,0.15169,6.30969e-07,8.96464e-05,5.25068e-07,0.000182746,2.27116e-07,1.44648e-07,0.130555,3.98468e-06,0.000678232,5.38348e-07,8.39214e-06,4.76305e-07,8.09503e-09,0.0477567,7.30403e-05,0.000365543,3.16571e-06,3.39263e-05,5.4806e-07,2.29096e-07,0.0453838,0.000314553,0.00138448,5.8514e-07,1.29273e-05,5.74636e-07,6.33074e-08,0.0444156,4.96352e-05,4.30428e-05,6.7394e-07,9.03683e-05,5.93767e-07,5.42326e-07,0.0808394,2.09562e-05,8.56475e-05,1.20476e-06,0.000267686,7.53096e-07,6.71885e-07
0.204893,1.69861e-05,0.026026,2.40657e-08,6.44953e-06,3.37921e-09,2.54973e-09,0.21695,0.000436621,0.0473156,6.95378e-07,2.33979e-06,1.89472e-07,8.06569e-09,0.15169,6.60747e-07,8.97221e-05,5.49856e-07,0.000182897,2.37835e-07,1.51478e-07,0.130554,4.19465e-06,0.000678934,5.66716e-07,8.40066e-06,5.01404e-07,8.52161e-09,0.0477531,7.38153e-05,0.000368098,3.20154e-06,3.4158e-05,5.53878e-07,2.31723e-07,0.0453718,0.000319546,0.00139144,5.94434e-07,1.29916e-05,5.83763e-07,6.43135e-08,0.0444147,4.97871e-05,4.33012e-05,6.76003e-07,9.09123e-05,5.95584e-07,5.43987e-07,0.0808374,2.18997e-05,8.58856e-05,1.259e-06,0.000268388,7.87004e-07,7.02138e-07
0.204883,1.67467e-05,0.0260357,2.39179e-08,6.45206e-06,3.33168e-09,2.53737e-09,0.216728,0.000456602,0.0475177,7.28462e-07,2.34825e-06,1.98238e-07,8.45341e-09,0.151689,6.9193e-07,8.98015e-05,5.75811e-07,0.000183056,2.49059e-07,1.58629e-07,0.130553,4.41567e-06,0.000679673,5.96578e-07,8.40963e-06,5.27824e-07,8.97065e-09,0.0477494,7.45982e-05,0.00037068,3.23739e-06,3.43924e-05,5.59755e-07,2.34347e-07,0.0453596,0.000324615,0.00139851,6.03869e-07,1.3057e-05,5.93029e-07,6.5335e-08,0.0444137,4.99394e-05,4.35604e-05,6.78072e-07,9.14579e-05,5.97407e-07,5.45652e-07,0.0808354,2.28856e-05,8.61344e-05,1.31569e-06,0.000269122,8.22436e-07,7.33752e-07
0.204874,1.65103e-05,0.0260454,2.37445e-08,6.45459e-06,3.28472e-09,2.52178e-09,0.216496,0.000477259,0.047729,7.62761e-07,2.3571e-06,2.07309e-07,8.8556e-09,0.151689,7.24584e-07,8.98845e-05,6.02988e-07,0.000183222,2.60813e-07,1.66117e-07,0.130552,4.64832e-06,0.000680451,6.28013e-07,8.41908e-06,5.55636e-07,9.44335e-09,0.0477458,7.53892e-05,0.00037329,3.27331e-06,3.46293e-05,5.65692e-07,2.36971e-07,0.0453472,0.000329761,0.00140569,6.13448e-07,1.31233e-05,6.02436e-07,6.63721e-08,0.0444127,5.00922e-05,4.38203e-05,6.80147e-07,9.20053e-05,5.99235e-07,5.47322e-07,0.0808333,2.39158e-05,8.63945e-05,1.37492e-06,0.000269888,8.59463e-07,7.66788e-07
